

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-27T20:33:02.782Z - Humidity: 69%, Temperature: 24C, Analog output: 738
2024-04-27T20:33:12.820Z - Humidity: 69%, Temperature: 24C, Analog output: 734
2024-04-27T20:33:22.859Z - Humidity: 71%, Temperature: 24C, Analog output: 733
2024-04-27T20:33:32.897Z - Humidity: 69%, Temperature: 24C, Analog output: 673
2024-04-27T20:33:42.936Z - Humidity: 70%, Temperature: 23C, Analog output: 748
2024-04-27T20:33:52.979Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-27T20:34:03.017Z - Humidity: 69%, Temperature: 23C, Analog output: 734
2024-04-27T20:34:13.057Z - Humidity: 68%, Temperature: 24C, Analog output: 733
2024-04-27T20:34:23.095Z - Humidity: 69%, Temperature: 23C, Analog output: 751
2024-04-27T20:34:33.134Z - Humidity: 69%, Temperature: 24C, Analog output: 740
2024-04-27T20:34:43.172Z - Humidity: 69%, Temperature: 24C, Analog output: 736
2024-04-27T20:34:53.211Z - Humidity: 69%, Temperature: 23C, Analog output: 734
2024-04-27T20:35:03.250Z - Humidity: 71%, Temperature: 24C, Analog output: 736
2024-04-27T20:35:13.288Z - Humidity: 70%, Temperature: 23C, Analog output: 731
2024-04-27T20:35:23.325Z - Humidity: 69%, Temperature: 24C, Analog output: 763
2024-04-27T20:35:33.369Z - Humidity: 70%, Temperature: 24C, Analog output: 735
2024-04-27T20:35:43.408Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:35:53.446Z - Humidity: 69%, Temperature: 23C, Analog output: 738
2024-04-27T20:36:03.485Z - Humidity: 70%, Temperature: 23C, Analog output: 736
2024-04-27T20:36:13.523Z - Humidity: 71%, Temperature: 23C, Analog output: 738
2024-04-27T20:36:23.560Z - Humidity: 68%, Temperature: 24C, Analog output: 769
2024-04-27T20:36:33.600Z - Humidity: 70%, Temperature: 24C, Analog output: 757
2024-04-27T20:36:43.639Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-27T20:36:53.682Z - Humidity: 71%, Temperature: 24C, Analog output: 735
2024-04-27T20:37:03.720Z - Humidity: 71%, Temperature: 24C, Analog output: 753
2024-04-27T20:37:13.759Z - Humidity: 71%, Temperature: 23C, Analog output: 736
2024-04-27T20:37:23.797Z - Humidity: 70%, Temperature: 24C, Analog output: 734
2024-04-27T20:37:33.837Z - Humidity: 70%, Temperature: 24C, Analog output: 736
2024-04-27T20:37:43.875Z - Humidity: 70%, Temperature: 24C, Analog output: 779
2024-04-27T20:37:53.914Z - Humidity: 69%, Temperature: 23C, Analog output: 735
2024-04-27T20:38:03.953Z - Humidity: 69%, Temperature: 24C, Analog output: 734
2024-04-27T20:38:13.990Z - Humidity: 68%, Temperature: 23C, Analog output: 754
2024-04-27T20:38:24.028Z - Humidity: 68%, Temperature: 24C, Analog output: 743
2024-04-27T20:38:34.072Z - Humidity: 71%, Temperature: 24C, Analog output: 735
2024-04-27T20:38:44.110Z - Humidity: 70%, Temperature: 24C, Analog output: 739
2024-04-27T20:38:54.149Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:39:04.187Z - Humidity: 70%, Temperature: 24C, Analog output: 735
2024-04-27T20:39:14.227Z - Humidity: 69%, Temperature: 24C, Analog output: 750
2024-04-27T20:39:24.266Z - Humidity: 69%, Temperature: 24C, Analog output: 747
2024-04-27T20:39:34.304Z - Humidity: 68%, Temperature: 24C, Analog output: 758
2024-04-27T20:39:44.342Z - Humidity: 68%, Temperature: 23C, Analog output: 737
2024-04-27T20:39:54.381Z - Humidity: 68%, Temperature: 23C, Analog output: 738
2024-04-27T20:40:04.420Z - Humidity: 69%, Temperature: 23C, Analog output: 772
2024-04-27T20:40:14.463Z - Humidity: 67%, Temperature: 24C, Analog output: 737
2024-04-27T20:40:24.501Z - Humidity: 67%, Temperature: 23C, Analog output: 738
2024-04-27T20:40:34.539Z - Humidity: 69%, Temperature: 25C, Analog output: 737
2024-04-27T20:40:44.578Z - Humidity: 68%, Temperature: 24C, Analog output: 736
2024-04-27T20:40:54.617Z - Humidity: 69%, Temperature: 24C, Analog output: 735
2024-04-27T20:41:04.655Z - Humidity: 69%, Temperature: 24C, Analog output: 773
2024-04-27T20:41:14.694Z - Humidity: 68%, Temperature: 24C, Analog output: 772
2024-04-27T20:41:24.733Z - Humidity: 69%, Temperature: 24C, Analog output: 739
2024-04-27T20:41:34.771Z - Humidity: 70%, Temperature: 24C, Analog output: 736
2024-04-27T20:41:44.810Z - Humidity: 70%, Temperature: 23C, Analog output: 743
2024-04-27T20:41:54.853Z - Humidity: 69%, Temperature: 25C, Analog output: 737
2024-04-27T20:42:04.892Z - Humidity: 70%, Temperature: 23C, Analog output: 736
2024-04-27T20:42:14.930Z - Humidity: 69%, Temperature: 24C, Analog output: 775
2024-04-27T20:42:24.968Z - Humidity: 69%, Temperature: 23C, Analog output: 735
2024-04-27T20:42:35.007Z - Humidity: 68%, Temperature: 24C, Analog output: 736
2024-04-27T20:42:45.045Z - Humidity: 68%, Temperature: 24C, Analog output: 735
2024-04-27T20:42:55.084Z - Humidity: 69%, Temperature: 23C, Analog output: 738
2024-04-27T20:43:05.123Z - Humidity: 71%, Temperature: 23C, Analog output: 735
2024-04-27T20:43:15.161Z - Humidity: 70%, Temperature: 23C, Analog output: 736
2024-04-27T20:43:25.198Z - Humidity: 70%, Temperature: 23C, Analog output: 737
2024-04-27T20:43:35.242Z - Humidity: 70%, Temperature: 24C, Analog output: 736
2024-04-27T20:43:45.281Z - Humidity: 69%, Temperature: 24C, Analog output: 738
2024-04-27T20:43:55.320Z - Humidity: 70%, Temperature: 24C, Analog output: 737
2024-04-27T20:44:05.358Z - Humidity: 69%, Temperature: 23C, Analog output: 742
2024-04-27T20:44:15.397Z - Humidity: 70%, Temperature: 23C, Analog output: 736
2024-04-27T20:44:25.434Z - Humidity: 71%, Temperature: 23C, Analog output: 743
2024-04-27T20:44:35.474Z - Humidity: 69%, Temperature: 23C, Analog output: 738
2024-04-27T20:44:45.513Z - Humidity: 69%, Temperature: 24C, Analog output: 739
2024-04-27T20:44:55.551Z - Humidity: 69%, Temperature: 24C, Analog output: 737
2024-04-27T20:45:05.594Z - Humidity: 70%, Temperature: 24C, Analog output: 742
2024-04-27T20:45:15.633Z - Humidity: 70%, Temperature: 24C, Analog output: 737
2024-04-27T20:45:25.671Z - Humidity: 69%, Temperature: 24C, Analog output: 737
2024-04-27T20:45:35.708Z - Humidity: 69%, Temperature: 23C, Analog output: 736
2024-04-27T20:45:45.749Z - Humidity: 69%, Temperature: 24C, Analog output: 737
2024-04-27T20:45:55.787Z - Humidity: 70%, Temperature: 24C, Analog output: 738
2024-04-27T20:46:05.825Z - Humidity: 71%, Temperature: 24C, Analog output: 769
2024-04-27T20:46:15.864Z - Humidity: 71%, Temperature: 24C, Analog output: 737
2024-04-27T20:46:25.903Z - Humidity: 70%, Temperature: 24C, Analog output: 741
2024-04-27T20:46:35.946Z - Humidity: 68%, Temperature: 24C, Analog output: 742
2024-04-27T20:46:45.985Z - Humidity: 70%, Temperature: 23C, Analog output: 736
2024-04-27T20:46:56.023Z - Humidity: 71%, Temperature: 23C, Analog output: 759
2024-04-27T20:47:06.062Z - Humidity: 69%, Temperature: 23C, Analog output: 737
2024-04-27T20:47:16.100Z - Humidity: 71%, Temperature: 24C, Analog output: 742
2024-04-27T20:47:26.139Z - Humidity: 69%, Temperature: 24C, Analog output: 739
2024-04-27T20:47:36.176Z - Humidity: 69%, Temperature: 23C, Analog output: 737
2024-04-27T20:47:46.216Z - Humidity: 69%, Temperature: 24C, Analog output: 738
2024-04-27T20:47:56.255Z - Humidity: 70%, Temperature: 24C, Analog output: 775
2024-04-27T20:48:06.293Z - Humidity: 70%, Temperature: 24C, Analog output: 761
2024-04-27T20:48:16.336Z - Humidity: 68%, Temperature: 23C, Analog output: 740
2024-04-27T20:48:26.375Z - Humidity: 69%, Temperature: 24C, Analog output: 754
2024-04-27T20:48:36.413Z - Humidity: 70%, Temperature: 24C, Analog output: 737
2024-04-27T20:48:46.452Z - Humidity: 69%, Temperature: 23C, Analog output: 734
2024-04-27T20:48:56.491Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:49:06.529Z - Humidity: 68%, Temperature: 24C, Analog output: 740
2024-04-27T20:49:16.568Z - Humidity: 69%, Temperature: 24C, Analog output: 760
2024-04-27T20:49:26.607Z - Humidity: 68%, Temperature: 24C, Analog output: 740
2024-04-27T20:49:36.645Z - Humidity: 69%, Temperature: 23C, Analog output: 757
2024-04-27T20:49:46.684Z - Humidity: 67%, Temperature: 24C, Analog output: 739
2024-04-27T20:49:56.727Z - Humidity: 67%, Temperature: 23C, Analog output: 742
2024-04-27T20:50:06.765Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:50:16.804Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:50:26.842Z - Humidity: 68%, Temperature: 24C, Analog output: 767
2024-04-27T20:50:36.881Z - Humidity: 68%, Temperature: 24C, Analog output: 739
2024-04-27T20:50:46.920Z - Humidity: 70%, Temperature: 24C, Analog output: 744
2024-04-27T20:50:56.958Z - Humidity: 69%, Temperature: 24C, Analog output: 737
2024-04-27T20:51:06.997Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:51:17.035Z - Humidity: 69%, Temperature: 24C, Analog output: 736
2024-04-27T20:51:27.074Z - Humidity: 67%, Temperature: 23C, Analog output: 738
2024-04-27T20:51:37.116Z - Humidity: 67%, Temperature: 23C, Analog output: 742
2024-04-27T20:51:47.155Z - Humidity: 69%, Temperature: 24C, Analog output: 771
2024-04-27T20:51:57.192Z - Humidity: 69%, Temperature: 23C, Analog output: 737
2024-04-27T20:52:07.232Z - Humidity: 68%, Temperature: 23C, Analog output: 766
2024-04-27T20:52:17.271Z - Humidity: 68%, Temperature: 24C, Analog output: 741
2024-04-27T20:52:27.308Z - Humidity: 69%, Temperature: 25C, Analog output: 736
2024-04-27T20:52:37.348Z - Humidity: 69%, Temperature: 24C, Analog output: 737
2024-04-27T20:52:47.387Z - Humidity: 69%, Temperature: 23C, Analog output: 740
2024-04-27T20:52:57.425Z - Humidity: 68%, Temperature: 24C, Analog output: 741
2024-04-27T20:53:07.468Z - Humidity: 69%, Temperature: 23C, Analog output: 738
2024-04-27T20:53:17.506Z - Humidity: 68%, Temperature: 24C, Analog output: 737
2024-04-27T20:53:27.545Z - Humidity: 65%, Temperature: 23C, Analog output: 738
2024-04-27T20:53:37.584Z - Humidity: 67%, Temperature: 24C, Analog output: 682
2024-04-27T20:53:47.621Z - Humidity: 67%, Temperature: 23C, Analog output: 751
2024-04-27T20:53:57.661Z - Humidity: 68%, Temperature: 25C, Analog output: 776
2024-04-27T20:54:07.699Z - Humidity: 67%, Temperature: 23C, Analog output: 745
2024-04-27T20:54:17.738Z - Humidity: 66%, Temperature: 24C, Analog output: 734
2024-04-27T20:54:27.777Z - Humidity: 66%, Temperature: 23C, Analog output: 753
2024-04-27T20:54:37.815Z - Humidity: 66%, Temperature: 24C, Analog output: 743
2024-04-27T20:54:47.854Z - Humidity: 66%, Temperature: 25C, Analog output: 739
2024-04-27T20:54:57.897Z - Humidity: 66%, Temperature: 23C, Analog output: 737
2024-04-27T20:55:07.934Z - Humidity: 65%, Temperature: 25C, Analog output: 738
2024-04-27T20:55:17.974Z - Humidity: 66%, Temperature: 23C, Analog output: 732
2024-04-27T20:55:28.012Z - Humidity: 66%, Temperature: 24C, Analog output: 742
2024-04-27T20:55:38.051Z - Humidity: 66%, Temperature: 24C, Analog output: 758
2024-04-27T20:55:48.089Z - Humidity: 68%, Temperature: 25C, Analog output: 738
2024-04-27T20:55:58.128Z - Humidity: 67%, Temperature: 24C, Analog output: 740
2024-04-27T20:56:08.166Z - Humidity: 66%, Temperature: 25C, Analog output: 740
2024-04-27T20:56:18.206Z - Humidity: 66%, Temperature: 23C, Analog output: 736
2024-04-27T20:56:28.244Z - Humidity: 66%, Temperature: 24C, Analog output: 738
2024-04-27T20:56:38.287Z - Humidity: 66%, Temperature: 24C, Analog output: 738
2024-04-27T20:56:48.325Z - Humidity: 67%, Temperature: 23C, Analog output: 660
2024-04-27T20:56:58.364Z - Humidity: 68%, Temperature: 25C, Analog output: 758
2024-04-27T20:57:08.403Z - Humidity: 68%, Temperature: 24C, Analog output: 729
2024-04-27T20:57:18.441Z - Humidity: 66%, Temperature: 23C, Analog output: 748
2024-04-27T20:57:28.480Z - Humidity: 67%, Temperature: 24C, Analog output: 749
2024-04-27T20:57:38.519Z - Humidity: 67%, Temperature: 24C, Analog output: 778
2024-04-27T20:57:48.557Z - Humidity: 66%, Temperature: 25C, Analog output: 750
2024-04-27T20:57:58.596Z - Humidity: 67%, Temperature: 23C, Analog output: 740
2024-04-27T20:58:08.633Z - Humidity: 67%, Temperature: 24C, Analog output: 742
2024-04-27T20:58:18.677Z - Humidity: 66%, Temperature: 25C, Analog output: 738
2024-04-27T20:58:28.716Z - Humidity: 66%, Temperature: 24C, Analog output: 776
2024-04-27T20:58:38.755Z - Humidity: 67%, Temperature: 25C, Analog output: 738
2024-04-27T20:58:48.793Z - Humidity: 68%, Temperature: 23C, Analog output: 740
2024-04-27T20:58:58.832Z - Humidity: 68%, Temperature: 23C, Analog output: 743
2024-04-27T20:59:08.870Z - Humidity: 67%, Temperature: 23C, Analog output: 759
2024-04-27T20:59:18.908Z - Humidity: 68%, Temperature: 24C, Analog output: 771
2024-04-27T20:59:28.947Z - Humidity: 67%, Temperature: 25C, Analog output: 737
2024-04-27T20:59:38.985Z - Humidity: 67%, Temperature: 23C, Analog output: 745
2024-04-27T20:59:49.028Z - Humidity: 67%, Temperature: 23C, Analog output: 759
2024-04-27T20:59:59.067Z - Humidity: 67%, Temperature: 25C, Analog output: 739
2024-04-27T21:00:09.105Z - Humidity: 67%, Temperature: 23C, Analog output: 752
2024-04-27T21:00:19.144Z - Humidity: 69%, Temperature: 23C, Analog output: 743
2024-04-27T21:00:29.183Z - Humidity: 68%, Temperature: 24C, Analog output: 770
2024-04-27T21:00:39.221Z - Humidity: 67%, Temperature: 23C, Analog output: 743
2024-04-27T21:00:49.260Z - Humidity: 67%, Temperature: 23C, Analog output: 738
2024-04-27T21:00:59.299Z - Humidity: 66%, Temperature: 24C, Analog output: 739
2024-04-27T21:01:09.337Z - Humidity: 67%, Temperature: 24C, Analog output: 736
2024-04-27T21:01:19.376Z - Humidity: 68%, Temperature: 25C, Analog output: 774
2024-04-27T21:01:29.419Z - Humidity: 68%, Temperature: 23C, Analog output: 741
2024-04-27T21:01:39.457Z - Humidity: 67%, Temperature: 24C, Analog output: 737
2024-04-27T21:01:49.496Z - Humidity: 69%, Temperature: 24C, Analog output: 756
2024-04-27T21:01:59.534Z - Humidity: 67%, Temperature: 23C, Analog output: 739
2024-04-27T21:02:09.573Z - Humidity: 67%, Temperature: 25C, Analog output: 737
2024-04-27T21:02:19.612Z - Humidity: 66%, Temperature: 24C, Analog output: 739
2024-04-27T21:02:29.650Z - Humidity: 67%, Temperature: 24C, Analog output: 767
2024-04-27T21:02:39.689Z - Humidity: 66%, Temperature: 24C, Analog output: 741
2024-04-27T21:02:49.727Z - Humidity: 66%, Temperature: 24C, Analog output: 759
2024-04-27T21:02:59.766Z - Humidity: 67%, Temperature: 23C, Analog output: 740
2024-04-27T21:03:09.809Z - Humidity: 67%, Temperature: 24C, Analog output: 740
2024-04-27T21:03:19.848Z - Humidity: 67%, Temperature: 24C, Analog output: 766
2024-04-27T21:03:29.886Z - Humidity: 67%, Temperature: 25C, Analog output: 779
2024-04-27T21:03:39.924Z - Humidity: 67%, Temperature: 23C, Analog output: 741
2024-04-27T21:03:49.964Z - Humidity: 68%, Temperature: 23C, Analog output: 742
2024-04-27T21:04:00.002Z - Humidity: 67%, Temperature: 24C, Analog output: 740
2024-04-27T21:04:10.041Z - Humidity: 67%, Temperature: 23C, Analog output: 738
2024-04-27T21:04:20.079Z - Humidity: 67%, Temperature: 25C, Analog output: 744
2024-04-27T21:04:30.117Z - Humidity: 66%, Temperature: 25C, Analog output: 742
2024-04-27T21:04:40.160Z - Humidity: 66%, Temperature: 24C, Analog output: 740
2024-04-27T21:04:50.199Z - Humidity: 65%, Temperature: 24C, Analog output: 758
2024-04-27T21:05:00.237Z - Humidity: 66%, Temperature: 24C, Analog output: 738
2024-04-27T21:05:10.276Z - Humidity: 66%, Temperature: 25C, Analog output: 737
2024-04-27T21:05:20.315Z - Humidity: 67%, Temperature: 25C, Analog output: 740
2024-04-27T21:05:30.353Z - Humidity: 67%, Temperature: 25C, Analog output: 753
2024-04-27T21:05:40.392Z - Humidity: 67%, Temperature: 25C, Analog output: 770
2024-04-27T21:05:50.431Z - Humidity: 65%, Temperature: 25C, Analog output: 761
2024-04-27T21:06:00.470Z - Humidity: 65%, Temperature: 23C, Analog output: 741
2024-04-27T21:06:10.512Z - Humidity: 66%, Temperature: 24C, Analog output: 736
2024-04-27T21:06:20.551Z - Humidity: 66%, Temperature: 24C, Analog output: 740
2024-04-27T21:06:30.590Z - Humidity: 67%, Temperature: 23C, Analog output: 738
2024-04-27T21:06:40.628Z - Humidity: 66%, Temperature: 24C, Analog output: 738
2024-04-27T21:06:50.667Z - Humidity: 65%, Temperature: 24C, Analog output: 758
2024-04-27T21:07:00.704Z - Humidity: 66%, Temperature: 25C, Analog output: 750
2024-04-27T21:07:10.744Z - Humidity: 66%, Temperature: 24C, Analog output: 777
2024-04-27T21:07:20.782Z - Humidity: 66%, Temperature: 25C, Analog output: 740
2024-04-27T21:07:30.820Z - Humidity: 67%, Temperature: 24C, Analog output: 719
2024-04-27T21:07:40.859Z - Humidity: 66%, Temperature: 23C, Analog output: 759
2024-04-27T21:07:50.902Z - Humidity: 66%, Temperature: 24C, Analog output: 737
2024-04-27T21:08:00.941Z - Humidity: 67%, Temperature: 24C, Analog output: 745
2024-04-27T21:08:10.979Z - Humidity: 68%, Temperature: 24C, Analog output: 741
2024-04-27T21:08:21.018Z - Humidity: 68%, Temperature: 24C, Analog output: 740
2024-04-27T21:08:31.057Z - Humidity: 67%, Temperature: 23C, Analog output: 737
2024-04-27T21:08:41.095Z - Humidity: 67%, Temperature: 24C, Analog output: 753
2024-04-27T21:08:51.133Z - Humidity: 66%, Temperature: 23C, Analog output: 739
2024-04-27T21:09:01.172Z - Humidity: 69%, Temperature: 24C, Analog output: 757
2024-04-27T21:09:11.210Z - Humidity: 67%, Temperature: 25C, Analog output: 744
2024-04-27T21:09:21.249Z - Humidity: 66%, Temperature: 25C, Analog output: 739
2024-04-27T21:09:31.292Z - Humidity: 68%, Temperature: 23C, Analog output: 738
2024-04-27T21:09:41.331Z - Humidity: 67%, Temperature: 24C, Analog output: 737
2024-04-27T21:09:51.370Z - Humidity: 68%, Temperature: 24C, Analog output: 749
2024-04-27T21:10:01.408Z - Humidity: 67%, Temperature: 23C, Analog output: 737
2024-04-27T21:10:11.447Z - Humidity: 68%, Temperature: 24C, Analog output: 741
2024-04-27T21:10:21.485Z - Humidity: 68%, Temperature: 25C, Analog output: 741
2024-04-27T21:10:31.524Z - Humidity: 67%, Temperature: 24C, Analog output: 737
2024-04-27T21:10:41.563Z - Humidity: 68%, Temperature: 24C, Analog output: 760
2024-04-27T21:10:51.601Z - Humidity: 69%, Temperature: 24C, Analog output: 758
2024-04-27T21:11:01.640Z - Humidity: 68%, Temperature: 25C, Analog output: 741
2024-04-27T21:11:11.683Z - Humidity: 68%, Temperature: 25C, Analog output: 742
2024-04-27T21:11:21.721Z - Humidity: 66%, Temperature: 24C, Analog output: 739
2024-04-27T21:11:31.760Z - Humidity: 66%, Temperature: 24C, Analog output: 739
2024-04-27T21:11:41.798Z - Humidity: 65%, Temperature: 24C, Analog output: 748
2024-04-27T21:11:51.837Z - Humidity: 66%, Temperature: 25C, Analog output: 739
2024-04-27T21:12:01.876Z - Humidity: 67%, Temperature: 25C, Analog output: 749
2024-04-27T21:12:11.914Z - Humidity: 67%, Temperature: 25C, Analog output: 741
2024-04-27T21:12:21.953Z - Humidity: 66%, Temperature: 23C, Analog output: 738
2024-04-27T21:12:31.991Z - Humidity: 64%, Temperature: 24C, Analog output: 738
2024-04-27T21:12:42.030Z - Humidity: 66%, Temperature: 23C, Analog output: 742
2024-04-27T21:12:52.067Z - Humidity: 66%, Temperature: 25C, Analog output: 744
2024-04-27T21:13:02.111Z - Humidity: 66%, Temperature: 24C, Analog output: 751
2024-04-27T21:13:12.149Z - Humidity: 66%, Temperature: 24C, Analog output: 738
2024-04-27T21:13:22.188Z - Humidity: 66%, Temperature: 24C, Analog output: 761
2024-04-27T21:13:32.226Z - Humidity: 64%, Temperature: 23C, Analog output: 756
2024-04-27T21:13:42.265Z - Humidity: 66%, Temperature: 24C, Analog output: 756
2024-04-27T21:13:52.304Z - Humidity: 66%, Temperature: 23C, Analog output: 738
2024-04-27T21:14:02.343Z - Humidity: 65%, Temperature: 23C, Analog output: 759
2024-04-27T21:14:12.381Z - Humidity: 66%, Temperature: 23C, Analog output: 740
